代碼,日期,淨值,幣別,名稱,來源,資產類型,投資區域,發行,系列
B230719,2026-05-26,144.3549041748047,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-05-27,145.32080078125,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-05-28,144.44639587402344,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-05-29,146.2971954345703,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-06-01,148.66690063476562,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-06-02,149.28680419921875,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-06-03,149.31959533691406,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-06-04,145.26620483398438,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-06-05,144.668701171875,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-06-08,142.40879821777344,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-06-09,142.4340057373047,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-06-10,139.06039428710938,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-06-11,138.1938018798828,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-06-12,140.618896484375,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-06-15,143.58729553222656,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-06-16,144.20590209960938,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-06-17,143.3625030517578,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-06-18,143.52459716796875,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-06-22,144.56239318847656,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-06-23,138.99850463867188,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-06-24,139.16140747070312,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-06-25,140.6790008544922,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-06-26,136.04879760742188,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-06-29,138.835693359375,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-06-30,140.09730529785156,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-07-01,141.93260192871094,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-07-02,142.10159301757812,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-07-06,142.08189392089844,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-07-07,141.36990356445312,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-07-08,139.20559692382812,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-07-09,141.5854949951172,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-07-10,142.6107940673828,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-07-13,142.3697967529297,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-07-14,141.84759521484375,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-07-15,142.94329833984375,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-07-16,141.64889526367188,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-07-17,137.69410705566406,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-07-20,139.43829345703125,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-07-21,140.9875030517578,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-07-22,140.13560485839844,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-07-23,139.0330047607422,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-07-24,138.3968963623047,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-07-27,139.55880737304688,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-07-28,136.29490661621094,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-07-29,136.47940063476562,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-07-30,136.65499877929688,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-07-31,140.1020965576172,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-08-03,140.36439514160156,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-08-04,143.73129272460938,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-08-05,147.16749572753906,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-08-06,145.6638946533203,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-08-07,147.8824005126953,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-08-10,148.78219604492188,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-08-11,149.17410278320312,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-08-12,150.6269989013672,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-08-13,150.30580139160156,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-08-14,150.7823028564453,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-08-17,150.14039611816406,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B230719,2026-08-18,147.31080627441406,美元,施羅德環球基金系列－環球創新股票(美元)U-累積,yfinance,股票型,全球市場,A0042 施羅德投信,施羅德
B3TV4pw,2026-01-02,114.95999908447266,美元,法巴永續優化波動全球股票基金 B (美元),yfinance,股票型,全球市場,B0049 法銀巴黎投顧,法巴
B3TV4pw,2026-01-05,115.44000244140625,美元,法巴永續優化波動全球股票基金 B (美元),yfinance,股票型,全球市場,B0049 法銀巴黎投顧,法巴
B3TV4pw,2026-01-06,116.36000061035156,美元,法巴永續優化波動全球股票基金 B (美元),yfinance,股票型,全球市場,B0049 法銀巴黎投顧,法巴
B3TV4pw,2026-01-07,116.02999877929688,美元,法巴永續優化波動全球股票基金 B (美元),yfinance,股票型,全球市場,B0049 法銀巴黎投顧,法巴
B3TV4pw,2026-01-08,116.5999984741211,美元,法巴永續優化波動全球股票基金 B (美元),yfinance,股票型,全球市場,B0049 法銀巴黎投顧,法巴
