代碼,日期,淨值,幣別,名稱,投信代碼,投信,分類
T3218Y,2026-07-13,439.39,TWD,野村台灣運籌基金,A0032,野村投信,被動ETF/共同基金
T3220Y,2026-07-13,42.28,TWD,野村環球基金-累積類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3220E,2026-07-13,33.92,CNY,野村環球基金-人民幣計價,A0032,野村投信,被動ETF/共同基金
T3220C,2026-07-13,29.01,USD,野村環球基金-美元計價,A0032,野村投信,被動ETF/共同基金
T3220S,2026-07-13,26.18,TWD,野村環球基金-S類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3223Y,2026-07-13,142.59,TWD,野村積極成長基金,A0032,野村投信,被動ETF/共同基金
T3208Y,2026-07-13,62.43,TWD,野村全球品牌基金-累積類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3208B,2026-07-13,14.66,USD,野村全球品牌基金-累積類型美元計價,A0032,野村投信,被動ETF/共同基金
T3208C,2026-07-13,16.6,TWD,野村全球品牌基金-累積N類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3208D,2026-07-13,14.71,USD,野村全球品牌基金-累積N類型美元計價,A0032,野村投信,主動ETF-債
T3203Y,2026-07-13,394.15,TWD,野村成長基金,A0032,野村投信,被動ETF/共同基金
T3228Y,2026-07-13,114.15,TWD,野村高科技基金-累積類型,A0032,野村投信,被動ETF/共同基金
T3228A,2026-07-13,12.33,TWD,野村高科技基金-累積N類型,A0032,野村投信,主動ETF-股
T3204Y,2026-07-13,130.15,TWD,野村平衡基金-累積類型,A0032,野村投信,被動ETF/共同基金
T3204A,2026-07-13,17.49,TWD,野村平衡基金-TISA類型,A0032,野村投信,主動ETF-股
T3205Y,2026-07-13,207.25,TWD,野村ｅ科技基金,A0032,野村投信,被動ETF/共同基金
T3207Y,2026-07-13,556.69,TWD,野村中小基金-累積類型,A0032,野村投信,被動ETF/共同基金
T3207S,2026-07-13,65.68,TWD,野村中小基金-S類型,A0032,野村投信,被動ETF/共同基金
T3201Y,2026-07-13,424.46,TWD,野村優質基金-累積類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3201S,2026-07-13,121.24,TWD,野村優質基金-S類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3201A,2026-07-13,20.59,TWD,野村優質基金-TISA類型新臺幣計價,A0032,野村投信,主動ETF-股
T3201B,2026-07-13,13.78,TWD,野村優質基金-累積N類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3227Y,2026-07-13,43.41,TWD,野村泰國基金,A0032,野村投信,被動ETF/共同基金
T3214A,2026-07-13,18.05,TWD,野村全球不動產證券化基金累積型新臺幣計價,A0032,野村投信,主動ETF-股
T3214B,2026-07-13,9.76,TWD,野村全球不動產證券化基金月配型新臺幣計價(本基金之配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T3214E,2026-07-13,14.12,CNY,野村全球不動產證券化基金-累積類型人民幣計價,A0032,野村投信,被動ETF/共同基金
T3214F,2026-07-13,9.22,CNY,野村全球不動產證券化基金-月配類型人民幣計價(本基金之配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T3214S,2026-07-13,10.17,TWD,野村全球不動產證券化基金-S類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3248Y,2026-07-13,23.26,TWD,野村中國機會基金-新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3248A,2026-07-13,8.65,USD,野村中國機會基金-美元計價,A0032,野村投信,主動ETF-股
T3248B,2026-07-13,9.11,CNY,野村中國機會基金-人民幣計價,A0032,野村投信,被動ETF/共同基金
T3251Y,2026-07-13,7.82,TWD,野村巴西基金,A0032,野村投信,被動ETF/共同基金
T3254Y,2026-07-13,22.71,TWD,野村雙印傘型基金之印度潛力基金,A0032,野村投信,被動ETF/共同基金
T3256A,2026-07-13,12.0984,TWD,野村亞太複合非投資等級債券基金-累積型新臺幣計價,A0032,野村投信,主動ETF-股
T3256B,2026-07-13,4.2815,TWD,野村亞太複合非投資等級債券基金-月配型新臺幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T3256E,2026-07-13,12.1099,CNY,野村亞太複合非投資等級債券基金-累積類型人民幣計價,A0032,野村投信,被動ETF/共同基金
T3256F,2026-07-13,4.6099,CNY,野村亞太複合非投資等級債券基金-月配類型人民幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T3256C,2026-07-13,9.3254,USD,野村亞太複合非投資等級債券基金-累積類型美元計價,A0032,野村投信,被動ETF/共同基金
T3256D,2026-07-13,4.1627,USD,野村亞太複合非投資等級債券基金-月配類型美元計價(本基金配息來源可能為本金),A0032,野村投信,主動ETF-債
T3256S,2026-07-13,10.047,TWD,野村亞太複合非投資等級債券基金-S類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3256G,2026-07-13,8.8176,TWD,野村亞太複合非投資等級債券基金-累積N類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3256H,2026-07-13,4.9999,TWD,野村亞太複合非投資等級債券基金-月配N類型新臺幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T3256J,2026-07-13,4.6571,USD,野村亞太複合非投資等級債券基金-月配N類型美元計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T3256K,2026-07-13,5.0825,CNY,野村亞太複合非投資等級債券基金-月配N類型人民幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T3259A,2026-07-13,11.9729,TWD,野村環球非投資等級債券基金-累積類型新臺幣計價,A0032,野村投信,主動ETF-股
T3259B,2026-07-13,6.032,TWD,野村環球非投資等級債券基金-月配類型新臺幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T3259C,2026-07-13,12.8764,USD,野村環球非投資等級債券基金-累積類型美元計價,A0032,野村投信,被動ETF/共同基金
T3259D,2026-07-13,6.4202,USD,野村環球非投資等級債券基金-月配類型美元計價(本基金配息來源可能為本金),A0032,野村投信,主動ETF-債
T3259E,2026-07-13,13.9335,CNY,野村環球非投資等級債券基金-累積類型人民幣計價,A0032,野村投信,被動ETF/共同基金
T3259F,2026-07-13,6.2745,CNY,野村環球非投資等級債券基金-月配類型人民幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T3259S,2026-07-13,12.3754,TWD,野村環球非投資等級債券基金-S類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3276A,2026-07-13,17.3552,TWD,野村動態配置多重資產基金-累積類型新臺幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,主動ETF-股
T3276B,2026-07-13,13.0306,TWD,野村動態配置多重資產基金-月配類型新臺幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T3276C,2026-07-13,17.2192,USD,野村動態配置多重資產基金-累積類型美元計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T3276D,2026-07-13,12.4281,USD,野村動態配置多重資產基金-月配類型美元計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,主動ETF-債
T3276E,2026-07-13,17.2772,CNY,野村動態配置多重資產基金-累積類型人民幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T3276F,2026-07-13,11.8751,CNY,野村動態配置多重資產基金-月配類型人民幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T3276G,2026-07-13,15.9785,AUD,野村動態配置多重資產基金-累積類型澳幣計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T3276H,2026-07-13,11.633,AUD,野村動態配置多重資產基金-月配類型澳幣計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T3276K,2026-07-13,27.1471,ZAR,野村動態配置多重資產基金-累積類型南非幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T3276J,2026-07-13,13.4994,ZAR,野村動態配置多重資產基金-月配類型南非幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T3276S,2026-07-13,17.3525,TWD,野村動態配置多重資產基金-S類型新臺幣計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T3287A,2026-07-13,13.2231,TWD,野村美利堅非投資等級債券基金-累積類型新臺幣計價,A0032,野村投信,主動ETF-股
T3287B,2026-07-13,6.5763,TWD,野村美利堅非投資等級債券基金-月配類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3287D,2026-07-13,6.6676,USD,野村美利堅非投資等級債券基金-月配類型美元計價(本基金配息來源可能為本金),A0032,野村投信,主動ETF-債
T3287F,2026-07-13,6.8212,CNY,野村美利堅非投資等級債券基金-月配類型人民幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T3287S,2026-07-13,12.406,TWD,野村美利堅非投資等級債券基金-S類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3287C,2026-07-13,11.1677,USD,野村美利堅非投資等級債券基金-累積類型美元計價,A0032,野村投信,被動ETF/共同基金
T3287G,2026-07-13,11.438,TWD,野村美利堅非投資等級債券基金-累積N類型新臺幣計價,A0032,野村投信,被動ETF/共同基金
T3287H,2026-07-13,8.7476,TWD,野村美利堅非投資等級債券基金-月配N類型新臺幣計價(本基金配息來源可能為本金),A0032,野村投信,被動ETF/共同基金
T3293Y,2026-07-13,26.5,TWD,野村日本領先基金-累積類型,A0032,野村投信,被動ETF/共同基金
T3293S,2026-07-13,15.52,TWD,野村日本領先基金-S類型,A0032,野村投信,被動ETF/共同基金
T3294Y,2026-07-13,11.5647,TWD,野村全球短期收益基金-新臺幣計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T3294C,2026-07-13,12.2309,USD,野村全球短期收益基金-美元計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T3294E,2026-07-13,11.7489,CNY,野村全球短期收益基金-人民幣計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T3294B,2026-07-13,9.5487,TWD,野村全球短期收益基金-月配類型新臺幣計價(本基金之配息來源可能為本金且並無保證收,A0032,野村投信,被動ETF/共同基金
T3294D,2026-07-13,9.7992,USD,野村全球短期收益基金-月配類型美元計價(本基金之配息來源可能為本金且並無保證收益,A0032,野村投信,主動ETF-債
T3295A,2026-07-13,15.4841,TWD,野村多元收益多重資產基金-累積類型新臺幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,主動ETF-股
T3295B,2026-07-13,6.8951,TWD,野村多元收益多重資產基金-月配類型新臺幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T3295C,2026-07-13,16.1198,USD,野村多元收益多重資產基金-累積類型美元計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T3295D,2026-07-13,7.2161,USD,野村多元收益多重資產基金-月配類型美元計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,主動ETF-債
T3295E,2026-07-13,15.8558,CNY,野村多元收益多重資產基金-累積類型人民幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T3295F,2026-07-13,6.9497,CNY,野村多元收益多重資產基金-月配類型人民幣計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T3295S,2026-07-13,13.1136,TWD,野村多元收益多重資產基金-S類型新臺幣計價(本基金有相當比重投資於非投資等級之高,A0032,野村投信,被動ETF/共同基金
T3295G,2026-07-13,18.0522,TWD,野村多元收益多重資產基金-累積N類型新臺幣計價(本基金有相當比重投資於非投資等級,A0032,野村投信,被動ETF/共同基金
T3295H,2026-07-13,10.8536,TWD,野村多元收益多重資產基金-月配N類型新臺幣計價(本基金有相當比重投資於非投資等級,A0032,野村投信,被動ETF/共同基金
T3295J,2026-07-13,10.492,USD,野村多元收益多重資產基金-月配N類型美元計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T3295K,2026-07-13,9.9083,CNY,野村多元收益多重資產基金-月配N類型人民幣計價(本基金有相當比重投資於非投資等級,A0032,野村投信,被動ETF/共同基金
T3295L,2026-07-13,12.1054,USD,野村多元收益多重資產基金-累積N類型美元計價(本基金有相當比重投資於非投資等級之,A0032,野村投信,被動ETF/共同基金
T3295M,2026-07-13,11.5234,TWD,野村多元收益多重資產基金-TISA類型新臺幣計價(本基金有相當比重投資於非投資等,A0032,野村投信,被動ETF/共同基金
T3217A,2026-07-13,24.91,TWD,野村亞太高股息基金累積型新臺幣計價(本基金並無保證收益),A0032,野村投信,主動ETF-股
T3217B,2026-07-13,16.05,TWD,野村亞太高股息基金季配型新臺幣計價(本基金之配息來源可能為本金且並無保證收益及配,A0032,野村投信,被動ETF/共同基金
T3217E,2026-07-13,10.79,CNY,野村亞太高股息基金-累積型人民幣計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T3217F,2026-07-13,10.76,CNY,野村亞太高股息基金-季配型人民幣計價(本基金之配息來源可能為本金且並無保證收益及,A0032,野村投信,被動ETF/共同基金
T3217S,2026-07-13,11.88,TWD,野村亞太高股息基金-S類型新臺幣計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T3237Y,2026-07-13,26.59,TWD,野村全球生技醫療基金,A0032,野村投信,被動ETF/共同基金
T32G8A,2026-07-13,10.9586,TWD,野村全球金融收益基金-累積類型新臺幣計價(本基金並無保證收益),A0032,野村投信,主動ETF-股
T32G8B,2026-07-13,7.2353,TWD,野村全球金融收益基金-月配類型新臺幣計價(本基金之配息來源可能為本金且並無保證收,A0032,野村投信,被動ETF/共同基金
T32G8S,2026-07-13,10.546,TWD,野村全球金融收益基金-S類型新臺幣計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T32G8C,2026-07-13,11.5589,USD,野村全球金融收益基金-累積類型美元計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T32G8D,2026-07-13,7.6231,USD,野村全球金融收益基金-月配類型美元計價(本基金之配息來源可能為本金且並無保證收益,A0032,野村投信,主動ETF-債
T32G8E,2026-07-13,11.2057,CNY,野村全球金融收益基金-累積類型人民幣計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T32G8F,2026-07-13,7.4838,CNY,野村全球金融收益基金-月配類型人民幣計價(本基金之配息來源可能為本金且並無保證收,A0032,野村投信,被動ETF/共同基金
T32G8G,2026-07-13,10.492,TWD,野村全球金融收益基金-累積N類型新臺幣計價(本基金並無保證收益),A0032,野村投信,被動ETF/共同基金
T32G8H,2026-07-13,7.102,TWD,野村全球金融收益基金-月配N類型新臺幣計價(本基金之配息來源可能為本金且並無保證,A0032,野村投信,被動ETF/共同基金
