代碼,日期,淨值,幣別,名稱,來源,資產類型,投資區域
B3SLBR8,2023-10-26,43.63139343261719,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-10-27,44.634300231933594,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-10-30,44.86268615722656,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-10-31,43.9690055847168,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-11-07,45.20029830932617,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-11-08,45.08114242553711,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-11-09,45.02156448364258,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-11-10,44.21725082397461,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-11-13,44.634300231933594,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-11-15,45.7265739440918,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-11-16,45.37903594970703,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-11-17,44.535003662109375,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-11-20,45.289669036865234,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-11-21,45.41875457763672,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-11-22,45.210227966308594,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-11-24,44.882545471191406,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-11-27,44.932193756103516,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-11-28,44.882545471191406,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-11-29,44.24704360961914,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-11-30,44.4853515625,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-12-01,44.12788391113281,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-12-04,43.283851623535156,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-12-05,42.300804138183594,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-12-06,42.60862731933594,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-12-07,42.25115966796875,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-12-08,42.151859283447266,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-12-11,41.89368438720703,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-12-12,42.32066345214844,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-12-13,42.02277374267578,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-12-14,42.141929626464844,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-12-15,42.846946716308594,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-12-18,42.558982849121094,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-12-19,42.330596923828125,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-12-20,42.51926040649414,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-12-21,42.53912353515625,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-12-22,41.29789733886719,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-12-27,41.834110260009766,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-12-28,42.827083587646484,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B3SLBR8,2023-12-29,42.985958099365234,美元,景順中國新世代基金A-年配息股 美元,yfinance,股票型,中國/大中華
B1tBMfP,2023-01-03,8.010000228881836,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-01-04,8.180000305175781,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-01-05,8.100000381469727,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-01-06,8.329999923706055,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-01-09,8.40999984741211,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-01-10,8.449999809265137,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-01-11,8.5,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-01-12,8.609999656677246,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-01-17,8.670000076293945,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-01-18,8.619999885559082,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-01-19,8.569999694824219,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-01-20,8.670000076293945,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-01-23,8.710000038146973,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-01-24,8.710000038146973,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-01-25,8.729999542236328,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-01-26,8.770000457763672,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-01-27,8.779999732971191,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-01-30,8.710000038146973,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-01-31,8.770000457763672,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-02-01,8.930000305175781,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-02-02,8.979999542236328,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-02-03,8.890000343322754,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-02-06,8.760000228881836,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-02-07,8.779999732971191,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-02-08,8.729999542236328,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-02-09,8.760000228881836,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-02-10,8.65999984741211,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-02-13,8.779999732971191,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-02-14,8.829999923706055,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-02-15,8.899999618530273,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-02-16,8.869999885559082,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-02-17,8.920000076293945,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-02-21,8.800000190734863,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-02-22,8.770000457763672,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-02-23,8.8100004196167,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-02-24,8.630000114440918,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-02-27,8.800000190734863,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-02-28,8.720000267028809,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-03-01,8.819999694824219,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-03-02,8.84000015258789,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-03-03,8.9399995803833,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-03-06,8.970000267028809,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-03-07,8.829999923706055,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-03-08,8.84000015258789,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-03-09,8.84000015258789,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-03-13,8.729999542236328,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-03-14,8.930000305175781,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-03-15,8.579999923706055,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-03-17,8.640000343322754,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-03-20,8.800000190734863,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-03-21,8.930000305175781,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-03-22,8.949999809265137,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-03-23,8.989999771118164,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-03-24,8.890000343322754,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-03-27,8.960000038146973,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-03-28,8.989999771118164,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-03-29,9.09000015258789,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-03-31,9.220000267028809,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-04-03,9.260000228881836,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-04-04,9.260000228881836,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-04-05,9.149999618530273,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-04-06,9.210000038146973,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-04-10,9.170000076293945,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-04-11,9.25,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-04-12,9.300000190734863,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-04-13,9.40999984741211,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-04-14,9.390000343322754,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-04-17,9.350000381469727,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-04-18,9.399999618530273,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-04-19,9.380000114440918,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-04-20,9.350000381469727,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-04-21,9.420000076293945,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-04-24,9.449999809265137,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-04-25,9.329999923706055,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-04-26,9.319999694824219,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-04-27,9.399999618530273,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-04-28,9.40999984741211,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-05-01,9.369999885559082,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-05-02,9.34000015258789,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-05-03,9.350000381469727,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-05-04,9.300000190734863,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-05-05,9.420000076293945,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-05-08,9.420000076293945,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-05-09,9.359999656677246,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-05-10,9.359999656677246,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-05-11,9.319999694824219,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-05-12,9.3100004196167,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-05-15,9.350000381469727,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-05-16,9.289999961853027,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-05-17,9.319999694824219,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-05-18,9.3100004196167,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-05-19,9.329999923706055,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-05-23,9.220000267028809,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-05-24,9.069999694824219,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-05-25,9.0600004196167,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-05-26,9.15999984741211,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-05-30,9.09000015258789,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-05-31,8.970000267028809,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-06-01,9.109999656677246,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-06-02,9.130000114440918,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-06-05,9.09000015258789,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-06-06,9.100000381469727,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-06-07,9.069999694824219,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-06-08,9.15999984741211,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-06-09,9.119999885559082,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-06-12,9.260000228881836,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
B1tBMfP,2023-06-13,9.3100004196167,美元,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元A(acc)股,yfinance,股票型,歐洲(含歐元區)
